titulo,autor,tema,mes
Justica absolve advogado acusado de envolvimento com faccao criminosa,Teodora Alves,justica,3
Familias recorrem a justica por uma vaga em UTI,Joao Paulo Araujo,justica,7
Justica marca julgamento de Adail Filho,Pedro Henrique,justica,2
Justica autoriza realizacao de audiencias presenciais em Noronha,Sebastiao Silva,justica,3
Fundador da Ricardo Eletro alvo de operacao contra sonegacao e liberado pela Justica,Tiago Calisto,justica,2
Construcao de condominio vai parar na Justica,Maria Julia,justica,2
Projeto Fila Zero parceria quer zerar filas de atendimentos na saude publica,Miguel Angelo,saude publica,2
Justica determina desativacao do Centro de Internamento e Reeducacao na Papuda,Maria Julia,justica,1
Foragido da Justica da Bahia por roubo e preso em Miguel Pereira,Miguel Angelo,justica,7
Foragido da Justica e recapturado com cerca de um quilo de drogas em Altamira,Thales Peres,justica,1
PM prende foragido da Justica em Muriae,Thales Peres,justica,1
Justica Federal anula processo contra secretario de Justica de RR por usar presos para fazer obras em casa,Sasha Ferreira,justica,5
Justica determina o fechamento de atividades nao essenciais,Teodora Alves,justica,6
Justica suspende decreto da Alerj que proibia leilao da Cedae,Sasha Ferreira,justica,1
Justica decide manter a prisao preventiva de Rogerio Andrade,Tiago Calisto,justica,6
Justica suspende demolicao do ginasio Claudio Coutinho em Brasilia,Thales Peres,justica,2
Foragido da Justica do Ceara e preso na BR-116 em Muriae,Teodora Alves,justica,6
Acre registra 81 novos casos de Covid-19 e nenhuma morte pela doenca neste sabado (24),Sasha Ferreira,saude publica,4
Justica suspende liminar que flexibilizava comercio geral em Fartura,Miguel Angelo,justica,5
Justica do Trabalho concede liminar que suspende o leilao da Cedae,Tiago Calisto,justica,2
Foragido da Justica e baleado apos reagir a abordagem policial em Birigui,Tiago Calisto,justica,1
Justica Federal determina reestruturacao da Renova,Sebastiao Silva,justica,6
PM prende foragidos da Justica em Alto do Rio Doce,Douglas Santos,justica,7
Operacao Apocalipse Justica mantem condenacoes,Maria Julia,justica,2
Foragido da Justica por tentativa de homicidio e preso em Paraiba do Sul,Joao Paulo Araujo,justica,4
Justica argentina suspende acao por fraude contra Cristina Kirchner,Joao Paulo Araujo,justica,4
Justica decide por aulas presenciais em Florianopolis,Teodora Alves,justica,3
Ministros do Meio Ambiente e Energia do G20 discutem transicao verde,Hugo Sousa,meio ambiente,4
Dados de moradores sao enviados ao MP apos recusarem vacina contra Covid por causa da marca,Maria Julia,saude publica,3
'Acampamento Verde' Equipes das secretarias de Meio Ambiente realizam acoes nos distritos,Maria Julia,meio ambiente,1
Ministros do meio ambiente do G-20 nao chegam a acordo para conter mudancas climaticas,Teodora Alves,meio ambiente,5
Sobrevida serie especial aborda meio ambiente e sustentabilidade,Miguel Angelo,meio ambiente,6
Gari cria jardim e horta em escola do Rio para conscientizar estudantes sobre a importancia do meio ambiente,Teodora Alves,meio ambiente,5
Secretarios discutem solucoes para melhorar meio ambiente,Maria Clara,meio ambiente,2
Secretaria de Meio Ambiente do Rio abre colonia de ferias nos parques; veja como se inscrever,Joao Paulo Araujo,meio ambiente,4
Secretario municipal de meio ambiente e pesca e assassinado a tiros,Tiago Calisto,meio ambiente,5
Secretario municipal de meio ambiente e pesca e assassinado a tiros,Joao Paulo Araujo,meio ambiente,4
Covid 5 meios de evitar infeccao por coronavirus em ambientes fechados,Douglas Santos,meio ambiente,1
Secretario de Meio Ambiente e Pesca de Sao Joao do Araguaia e assassinado no Para,Joao Paulo Araujo,meio ambiente,7
Aposentado aguarda por cirurgia nos rins na rede publica de saude ha tres anos,Hugo Sousa,saude publica,4
Policia de Meio Ambiente apreende material de caca em Itamarati de Minas,Hugo Sousa,meio ambiente,6
Secretaria de Meio Ambiente de MT fala sobre acoes para prevencao e combate a incendios,Sebastiao Silva,meio ambiente,1
Rio Branco vai reunir gestores do meio ambiente para discutir acoes relacionadas ao clima,Maria Clara,meio ambiente,6
Litoral da Paraiba tem 12 trechos de praias improprios para banho; confira locais,Maria Julia,meio ambiente,1
Gaeco investiga corrupcao de dois policiais da Delegacia de Meio Ambiente,Hugo Sousa,meio ambiente,6
Gaeco cumpre mandados de busca e apreensao na Delegacia do Meio Ambiente de Curitiba,Tiago Calisto,meio ambiente,6
Denuncias por queimadas em Porto Velho aumentam segundo secretaria de Meio Ambiente,Pedro Henrique,meio ambiente,3
Homem e preso com quatro armas de fogo na zona rural de Governador Valadares,Teodora Alves,meio ambiente,5
Reducao da vazao em hidreletricas do Baixo Sao Francisco afeta ribeirinhos e meio ambiente,Maria Julia,meio ambiente,5
Artesas transformam materiais que seriam descartados no meio ambiente em pecas lindas,Pedro Henrique,meio ambiente,6
Com 87 novos casos nesta quinta (22) Acre tem 86.844 infectados pela Covid desde o inicio da pandemia,Pedro Henrique,saude publica,1
Policia de Meio Ambiente flagra extracao ilegal de basalto em Ituiutaba e prende tres,Maria Julia,meio ambiente,2
Descarte incorreto de medicamentos pode causar danos graves ao meio ambiente,Maria Clara,meio ambiente,1
Grupo cria livro digital com historias sobre conservacao do meio ambiente,Douglas Santos,meio ambiente,4
Ricardo Salles cai do Ministerio do Meio Ambiente,Sasha Ferreira,meio ambiente,5
Ricardo Salles 10 'canetadas' e polemicas que marcaram a gestao no Meio Ambiente,Joao Paulo Araujo,meio ambiente,2
Ricardo Salles deixa o Ministerio do Meio Ambiente,Teodora Alves,meio ambiente,4
Cai o ministro Ricardo Salles do Meio Ambiente,Douglas Santos,meio ambiente,5
Dia do meio ambiente,Sebastiao Silva,meio ambiente,7
BH tem protesto contra projeto que cria usinas para gerar combustivel derivado de residuos,Thales Peres,meio ambiente,5
Ricardo Salles ministro do Meio ambiente pede demissao,Hugo Sousa,meio ambiente,2
Das 181 liminares de saude deferidas pela Justica entre maio e julho apenas 38% foram cumpridas em MT,Miguel Angelo,saude publica,1
Secretaria de Meio Ambiente de Santarem registra mais 600 chamados no 1o semestre,Francisco Jose,meio ambiente,6
Ministerio do Meio Ambiente vai informatizar descarte adequado de oleo lubrificante,Douglas Santos,meio ambiente,6
Milicias seguem avancando com venda de lotes em areas de protecao ambiental em Campo Grande no Rio,Maria Clara,meio ambiente,1
Familia do novo ministro do Meio Ambiente reivindica na Justica parte de terra indigena em SP,Joao Paulo Araujo,meio ambiente,4
Mourao espera 'cooperacao' do novo ministro do Meio Ambiente e diz que Salles 'cumpriu sua tarefa',Douglas Santos,meio ambiente,5
Jovens de ate 24 anos do Oeste Paulista podem se inscrever para cursos gratuitos de qualificacao profissional do Novotec,Tiago Calisto,meio ambiente,1
Indigenas fecham Bandeirantes durante protesto contra PL e novo ministro do Meio Ambiente,Sasha Ferreira,meio ambiente,3
Homem e preso com quase 30 passaros da fauna silvestre e drogas em Juiz de Fora,Hugo Sousa,meio ambiente,3
Saiba quem e Joaquim Alvaro Pereira Leite o novo ministro do Meio Ambiente,Joao Paulo Araujo,meio ambiente,2
Defesa inaugura antena para ajudar a monitorar o desmatamento na Amazonia,Teodora Alves,meio ambiente,6
Especialista defende novas medidas de educacao ambiental para prevenir ataques de tubarao no Grande Recife,Hugo Sousa,educacao,5
Com taxa de ocupacao de leitos em 13% AC tem 14 novos casos de Covid registrados nesta terca (20),Pedro Henrique,saude publica,6
VIDEO Quem e Joaquim Alvaro Pereira Leite o novo ministro do Meio Ambiente,Hugo Sousa,meio ambiente,7
Ministerio Publico do Meio Ambiente investiga vazamento de gas em mineradora de Barbacena,Thales Peres,meio ambiente,5
Secretaria de Meio Ambiente abre 62 vagas temporarias,Maria Julia,meio ambiente,7
Criancas tem aula pratica sobre o meio ambiente em Imperatriz,Maria Julia,meio ambiente,1
Familia do novo ministro do Meio Ambiente reivindica na Justica parte de terra indigena em SP,Maria Julia,meio ambiente,6
Crime ambiental sem punicao ha 10 anos reflete crise na fiscalizacao do meio ambiente,Hugo Sousa,meio ambiente,6
Secretaria de Meio Ambiente de Sao Vicente SP investiga origem de forte odor na Area Continental,Teodora Alves,meio ambiente,1
PM de Meio Ambiente prende 6 pessoas durante operacao em area com historico de disputa por terras em Rio Pardo de Minas,Teodora Alves,meio ambiente,7
Joaquim Alvaro Pereira Leite novo ministro do Meio Ambiente ja despacha do ministerio,Pedro Henrique,meio ambiente,5
Chapeco comeca semana do meio ambiente,Douglas Santos,meio ambiente,6
Mogi das Cruzes tem 402% de ocupacao na UTI para leitos de Covid-19,Maria Julia,saude publica,5
Gabeira 'Salles foi o operador da politica mais destrutiva que tivemos no meio ambiente',Maria Clara,meio ambiente,7
Programacao especial marca Semana do Meio Ambiente em Paraty,Miguel Angelo,meio ambiente,3
PM flagra criacao ilegal com mais de mil porcos e despejo de dejetos em mata e riacho; dois homens sao detidos,Tiago Calisto,meio ambiente,1
Catanduva tem programacao em comemoracao a Semana do Meio Ambiente,Sasha Ferreira,meio ambiente,2
Semana do Meio Ambiente tem programacao especial em Bertioga,Tiago Calisto,meio ambiente,3
IFRR realiza semana do meio ambiente,Teodora Alves,meio ambiente,7
Investigacao de Ricardo Salles deixa STF e vai para a Justica do Para decide Alexandre de Moraes,Maria Julia,meio ambiente,5
'Engolidos' pela areia prefeitura analisa acoes para conter avanco das dunas que cobrem imoveis em Florianopolis,Maria Clara,meio ambiente,3
Policia investiga roubo de mudas apos plantio pelo Dia Mundial do Meio Ambiente,Joao Paulo Araujo,meio ambiente,2
Marina Silva diz que passagem de Salles e mais que um retrocesso e um desmonte para o meio ambiente,Tiago Calisto,meio ambiente,1
Prefeitura publica nota tecnica para orientar retorno de atividades presenciais de cursos da Saude em Juiz de Fora,Sasha Ferreira,saude publica,1
Dia Mundial do Meio Ambiente temos que correr contra o tempo,Miguel Angelo,meio ambiente,7
Laboratorio da Ufal produz livro infantil com folhas reciclaveis,Pedro Henrique,meio ambiente,5
Criciuma tem programacao especial na semana do meio ambiente,Sebastiao Silva,meio ambiente,1
Semana do Meio Ambiente tem acoes de preservacao em Curitiba,Tiago Calisto,meio ambiente,7
Governo promove Semana Estadual do Meio Ambiente no Maranhao,Miguel Angelo,meio ambiente,4
Descarte incorreto de produtos quimicos traz riscos ao meio ambiente,Hugo Sousa,meio ambiente,6
Dia Mundial do Meio Ambiente com plantacao de mudas,Miguel Angelo,meio ambiente,6
Acoes marcaram o Dia do Meio Ambiente em Sergipe,Hugo Sousa,meio ambiente,4
Projeto capacita jovens para que se tornem 'defensores do meio ambiente'; veja como participar,Sasha Ferreira,meio ambiente,2
Policia de Meio Ambiente planeja captura de onca que ronda fazendas na regiao de Pitangui; veja video,Hugo Sousa,meio ambiente,6
Drogas devem ser tratadas como problema de saude publica,Maria Julia,saude publica,5
Grupo de teatro apresenta espetaculo sobre preservacao do meio ambiente em live,Francisco Jose,meio ambiente,4
Semma realiza programacao em comemoracao ao dia do meio ambiente,Joao Paulo Araujo,meio ambiente,1
Sobrevida novo quadro traz reportagens sobre meio ambiente,Douglas Santos,meio ambiente,1
Poa disponibiliza programacao especial de preservacao ao meio ambiente,Thales Peres,meio ambiente,3
Projetos relativos a preservacao do Meio Ambiente sao aprovados pela Camara de Para de Minas,Thales Peres,meio ambiente,5
Mortes de 9 jacares por turistas e apurada pela Secretaria de Meio Ambiente de MT,Pedro Henrique,meio ambiente,7
Cidades do noroeste paulista fazem acoes em comemoracao ao Dia Mundial do Meio Ambiente,Sebastiao Silva,meio ambiente,6
'A cultura brasileira perde um personagem importante' diz Ancelmo Gois sobre Artur Xexeo,Sasha Ferreira,cultura brasileira,5
Programa Municipal de Incentivo a Cultura abre dois editais em Uberlandia,Tiago Calisto,cultura brasileira,1
Sanfoneiros sao homenageados como icones da cultura brasileira,Hugo Sousa,cultura brasileira,6
'Sommeliers' de vacina contra Covid em Cerquilho terao dados enviados ao MP para apuracao de crime contra saude publica,Thales Peres,saude publica,6
IFSP promove palestra virtual sobre cultura afro-brasileira em Avare,Pedro Henrique,cultura brasileira,4
Serie olimpica mostra templos budistas em Cafelandia e Bauru,Miguel Angelo,cultura brasileira,4
Quebra-queixo e tradicao e sustenta varias familias na Paraiba,Francisco Jose,cultura brasileira,4
Atividades voltadas a cultura afro-brasileira estao com inscricoes abertas na Capital,Douglas Santos,cultura brasileira,6
Jornalista lanca livro virtual sobre proverbios da cultura brasileira em Salvador,Hugo Sousa,cultura brasileira,1
Morre no Rio o cineasta Paulo Thiago com uma obra dedicada a retratar a cultura popular brasileira e seus grandes personagens,Francisco Jose,cultura brasileira,3
Educacao antirracista escola resiste ha 31 anos com referencia da cultura afro-brasileira como parte essencial do curriculo,Tiago Calisto,cultura brasileira,4
Terca-feira 27 de julho,Maria Julia,cultura brasileira,2
Acordo facilita e promove as culturas brasileira e portuguesa,Tiago Calisto,cultura brasileira,1
Estacao Oscar Freire do Metro recebe exposicao FotoPreta sobre cultura afro-brasileira,Tiago Calisto,cultura brasileira,7
Publicacao da lista de espera por procedimentos medicos na rede publica de saude e aprovada em Divinopolis,Pedro Henrique,saude publica,6
Entidades judaicas criticaram encontro de deputada alema da extrema-direita com Bolsonaro,Miguel Angelo,cultura brasileira,1
Valorizacao e reconhecimento da historia promove a cultura afro-brasileira,Sasha Ferreira,cultura brasileira,1
Vinicius de Moraes esta presente na cultura brasileira apos 40 anos de sua morte,Sebastiao Silva,cultura brasileira,2
Historiador de Angra dos Reis fala da importancia do folclore para cultura brasileira,Pedro Henrique,cultura brasileira,1
Pop brasileiro invade Toquio com 'Baile de favela' de Rebeca 'Zap zum' de Douglas danca de Rayssa e mais,Douglas Santos,cultura brasileira,2
Duo Passim traz Monica Salmaso para 'Beira de mato',Hugo Sousa,cultura brasileira,1
Abertas inscricoes de cursos para afroempreendedores de Salvador; saiba como participar,Sasha Ferreira,cultura brasileira,5
Festival sobre cultura afro-brasileira e realizado em Curvelo neste fim de semana,Hugo Sousa,cultura brasileira,2
Movimento luta pelo reconhecimento da influencia da cultura negra na sociedade brasileira,Pedro Henrique,cultura brasileira,7
Cultura brasileira e levada a serio em competicao de forma diferente em outros paises,Pedro Henrique,cultura brasileira,7
Adesao as aulas presenciais e de 50% dos estudantes na rede publica de BH,Teodora Alves,saude publica,3
Cultura afro-brasileira e etnias vao ter incentivo exclusivo em Uberlandia,Miguel Angelo,cultura brasileira,1
Centro Cultural Banco do Brasil do Rio celebra dia do Escritor Brasileiro com evento virtual,Miguel Angelo,cultura brasileira,1
Dia da Raca data celebra a cultura e identidade brasileira,Francisco Jose,cultura brasileira,7
Exposicao 'Ludugero e Otrope alegria eterna da cultura brasileira' e realizada em Caruaru,Francisco Jose,cultura brasileira,7
Centro de Educacao e Cultura Nova Canaa exibe live sobre Violas Brasileiras de forma gratuita; confira,Miguel Angelo,cultura brasileira,3
Casa da Cultura de Canaa celebra o Mes do Indio,Sasha Ferreira,cultura brasileira,5
Ciencia brasileira conseguiu adaptar a soja e outras culturas para o clima quente,Douglas Santos,cultura brasileira,5
Festival de Jazz do Capao lanca campanha para arrecadar fundos para entidades que promovem cultura e educacao,Maria Clara,cultura brasileira,7
Oficina de percussao com instrumentos da cultura brasileira tem inscricoes em Santa Barbara,Maria Julia,cultura brasileira,5
Biblioteca com mais de 70 mil titulos preserva cultura do pais sede das Olimpiadas no interior paulista,Sebastiao Silva,cultura brasileira,6
Atendimento odontologico esta suspenso no plano de saude dos servidores publicos estaduais,Maria Clara,saude publica,1
Cantora Ana Mametto lanca o album 'Saudacao' em referencia a cultura afro-brasileira,Teodora Alves,cultura brasileira,2
Programacao especial sobre mulheres tera dois eventos online em Jundiai,Hugo Sousa,cultura brasileira,6
Livro 'Verifique se o Mesmo' aborda a cultura brasileira,Douglas Santos,cultura brasileira,3
Centro de Memoria da Cultura Negra abre processo seletivo para novos projetos em Uberlandia,Sebastiao Silva,cultura brasileira,3
'Uma historia tipicamente brasileira' diz aluna da UFJF que dirigiu e animou curta-metragem inspirado em vivencia da tia,Maria Clara,cultura brasileira,1
Encontro do Jabuticaqui celebra a cultura popular brasileira em Mogi,Francisco Jose,cultura brasileira,3
Espetaculo gratuito mescla cultura brasileira com musica flamenca no Sesi Amoreiras em Campinas,Hugo Sousa,cultura brasileira,4
Petropolis RJ tera Festa da Cultura Afro Brasileira,Maria Clara,cultura brasileira,4
Em Uberlandia Trio Facua fala sobre a importancia do forro na cultura brasileira,Maria Julia,cultura brasileira,4
Lei garante ensino da historia e cultura indigena africana e afro-brasileira no pais,Maria Clara,cultura brasileira,6
Governo do Estado publica tres editais da Fundacao Regional de Saude,Sasha Ferreira,saude publica,1
Renascenca Clube completa 70 anos com feira afro virtual e lives de samba de raiz,Teodora Alves,cultura brasileira,3
Festival reune cultura afro brasileira no Ibura,Douglas Santos,cultura brasileira,6
UFSCar Sorocaba oferece mais de 500 vagas para cursos gratuitos de idiomas e de cultura,Tiago Calisto,cultura brasileira,2
Confira as principais noticias da regiao de Piracicaba neste sabado e domingo 24 e 25 de julho,Maria Julia,cultura brasileira,2
Festival celebra cultura brasileira em Nova York,Tiago Calisto,cultura brasileira,1
Casa Quilombola de Hortolandia recebe inscricoes para oficinas voltadas a cultura afro-brasileira,Tiago Calisto,cultura brasileira,3
Projeto Cultural Beleza Negra celebra cultura afro-brasileira em Barra do Pirai,Hugo Sousa,cultura brasileira,2
Pecas raras da cultura brasileira,Tiago Calisto,cultura brasileira,4
UFPA oferece uma oficina gratuita sobre o Panorama Setorial da Cultura Brasileira,Sebastiao Silva,cultura brasileira,4
'Ele deixou um vazio na cultura brasileira' diz Stenio Garcia sobre Antunes Filho,Maria Julia,cultura brasileira,3
Com 49 novos casos AC tem total de 86.644 infectados pela Covid-19 aponta boletim da Sesacre,Pedro Henrique,saude publica,4
UFJF oferece programacao cultural e de oficinas na 74a Reuniao Anual da Sociedade Brasileira para o Progresso da Ciencia,Thales Peres,cultura brasileira,3
'Serie Raizes' cultura brasileira e holandesa se misturam em Holambra,Miguel Angelo,cultura brasileira,5
Casa de Cultura Afro-brasileira promove exposicao gratuita em Sao Vicente SP,Maria Julia,cultura brasileira,3
BR-Day 2018 celebra a cultura brasileira em Nova York,Douglas Santos,cultura brasileira,3
Tradicao Ile Aye desfila no carnaval de Salvador e celebra a cultura afro-brasileira,Miguel Angelo,cultura brasileira,3
Exposicao contempla cultura afro-brasileira nas artes visuais,Teodora Alves,cultura brasileira,7
Exposicao homenageia cultura Afro-Brasileira em Divinopolis,Sebastiao Silva,cultura brasileira,5
Projeto Kizomba valoriza a cultura afro-brasileira por meio da musica,Hugo Sousa,cultura brasileira,5
Programacao reune aulas de artes e historia da cultura afro-brasileira no Sesc Piracicaba,Teodora Alves,cultura brasileira,2
Agenda Cultural G1 lista eventos que acontecem em Salvador e regiao no final de semana; confira,Thales Peres,cultura brasileira,3
Profissionais da educacao de Fortaleza serao todos imunizados contra Covid ate o fim de agosto diz prefeito,Miguel Angelo,educacao,7
Acre confirma mais tres mortes por Covid-19 e tem 1.774 obitos pela doenca desde o inicio da pandemia,Teodora Alves,saude publica,7
Amigos de Sao Carlos registram a cultura brasileira a bordo de carro da decada de 1970,Francisco Jose,cultura brasileira,6
Bloco Cangoma leva riqueza da cultura brasileira as ruas de Franca; FOTOS,Maria Clara,cultura brasileira,5
Estudantes estrangeiros aprendem mais sobre a cultura brasileira e os nossos costumes,Teodora Alves,cultura brasileira,1
Amaro Freitas evolui na universalidade da rota afro-brasileira trilhada pelo pianista no album 'Sankofa',Sasha Ferreira,cultura brasileira,6
Serie ira mostrar ritmos tradicionais da cultura brasileira,Francisco Jose,cultura brasileira,5
Fica a Dica aprenda a fazer uma receita que se tornou parte da cultura brasileira,Tiago Calisto,cultura brasileira,1
Toca ai Banda Curima explora sons e ritmos da cultura brasileira,Francisco Jose,cultura brasileira,7
Plataforma 'Quicktrip' traz opcao de mobilidade urbana em Belem,Hugo Sousa,mobilidade urbana,5
Grupo Liberal lanca aplicativo de mobilidade urbana 'Quicktrip',Thales Peres,mobilidade urbana,4
Campos vai apresentar Plano de Mobilidade Urbana ate abril de 2022,Joao Paulo Araujo,mobilidade urbana,5
OMS alerta que Brasil precisa manter medidas de saude publica alem da vacinacao,Douglas Santos,saude publica,5
CARONA novo aplicativo de Mobilidade Urbana e lancado em Alfenas e Lavras,Tiago Calisto,mobilidade urbana,2
Ex-secretario e mobilidade urbana de Cuiaba vira reu por crimes de fraude a licitacao e peculato,Tiago Calisto,mobilidade urbana,3
Ministerio Publico obtem decisao que obriga Paraty executar plano de Mobilidade Urbana,Maria Clara,mobilidade urbana,4
Contorno sem sinalizacao prejudica mobilidade urbana em Joao Pessoa,Douglas Santos,mobilidade urbana,3
Prefeito anuncia obras na saude na educacao na mobilidade urbana e na habitacao,Sasha Ferreira,mobilidade urbana,3
Motoristas de transporte escolar e de turismo poderao usar as faixas exclusivas de onibus,Joao Paulo Araujo,mobilidade urbana,1
Prefeitura de Barbacena orienta populacao sobre emissao de credencial de estacionamento preferencial,Pedro Henrique,mobilidade urbana,6
Secretario de mobilidade urbana e afastado por suspeita de irregularidades em compra de semaforos para Cuiaba,Pedro Henrique,mobilidade urbana,1
Secretario de mobilidade urbana e afastado apos operacao que aponta irregularidades,Pedro Henrique,mobilidade urbana,7
Secretario de Mobilidade Urbana explica aumento na tarifa do onibus em Salvador 'Questao contratual',Maria Clara,mobilidade urbana,3
Acre tem quase 865 mil infectados pela Covid-19 aponta boletim da Saude,Pedro Henrique,saude publica,4
G1 Bahia 10 anos Veja o que mudou na mobilidade urbana e na populacao de Salvador na ultima decada,Teodora Alves,mobilidade urbana,4
Secretario de Mobilidade Urbana pede que usuarios nao lotem onibus e facam distanciamento,Maria Clara,mobilidade urbana,5
Trecho da Avenida Salgado Filho em Natal sera interditado para obra em passarela,Maria Clara,mobilidade urbana,5
Trecho da Avenida Cabo Branco em Joao Pessoa e interditado por risco de desabamento,Hugo Sousa,mobilidade urbana,2
Liberacao de entrada do Acesso Norte tem nova previsao em Juiz de Fora; confira o desvio,Pedro Henrique,mobilidade urbana,1
Greve do transporte coletivo completa 20 dias,Francisco Jose,mobilidade urbana,6
Anderson Silva fala sobre a mobilidade urbana de Florianopolis,Douglas Santos,mobilidade urbana,1
Motoristas e pedestres enfrentam transito confuso na 28 de Marco em Campos no RJ,Maria Clara,mobilidade urbana,3
Moradores do Jardim esperanca enfrentam problemas de mobilidade urbana em Cabo Frio,Thales Peres,mobilidade urbana,1
Familiares de presos protestam por melhorias nas condicoes das unidades prisionais em Manaus,Hugo Sousa,mobilidade urbana,3
Com apenas 11 novos casos Acre confirma mais tres mortes por Covid-19 nesta terca-feira (13),Douglas Santos,saude publica,4
Secretario municipal de Mobilidade Urbana comenta superlotacao nos onibus de Salvador,Tiago Calisto,mobilidade urbana,1
Secretario de Mobilidade Urbana detalha funcionamento dos onibus durante toque de recolher,Douglas Santos,mobilidade urbana,2
Quase 70% das diretrizes previstas no Plano Diretor da cidade de SP foram executadas em 7 anos diz levantamento,Hugo Sousa,mobilidade urbana,1
Secretario de Mobilidade Urbana detalha funcionamento dos onibus durante toque de recolher,Teodora Alves,mobilidade urbana,2
Obras de drenagem e mobilidade urbana sao retomadas em Teresina,Maria Julia,mobilidade urbana,1
Rodrigo Paiva (Novo) fala sobre mobilidade urbana,Hugo Sousa,mobilidade urbana,6
Luisa Barreto (PSDB) fala sobre mobilidade urbana,Tiago Calisto,mobilidade urbana,1
Belem esta na ultima colocacao entre 27 capitais no quesito mobilidade urbana,Sebastiao Silva,mobilidade urbana,2
Prefeito eleito de Porto Alegre Melo anuncia secretarios do Meio Ambiente Inovacao Mobilidade Urbana e Transparencia,Maria Clara,mobilidade urbana,5
Bruno Engler (PRTB) fala sobre mobilidade urbana,Tiago Calisto,mobilidade urbana,3
Justica determina que o governo de MT adote medidas de prevencao a Covid aos servidores de saude,Douglas Santos,saude publica,6
Nilmario Miranda (PT) fala sobre mobilidade urbana,Miguel Angelo,mobilidade urbana,7
Aurea Carolina (Psol) fala sobre mobilidade urbana,Francisco Jose,mobilidade urbana,3
Eleicoes 2020 planos de Alfredo Gaspar e JHC para a mobilidade urbana de Maceio,Teodora Alves,mobilidade urbana,6
Lorene Figueiredo fala sobre mobilidade urbana em Juiz de Fora,Francisco Jose,mobilidade urbana,2
Ione fala sobre mobilidade urbana em Juiz de Fora,Francisco Jose,mobilidade urbana,2
Eleicoes em Feira de Santana Ze Neto fala sobre mobilidade urbana e pandemia,Sasha Ferreira,mobilidade urbana,5
Wilson Rezato fala sobre mobilidade urbana em Juiz de Fora,Thales Peres,mobilidade urbana,2
Margarida Salomao fala sobre mobilidade urbana em Juiz de Fora,Hugo Sousa,mobilidade urbana,5
Marcos Ribeiro fala sobre mobilidade urbana em Juiz de Fora,Francisco Jose,mobilidade urbana,4
Fernando Elioterio fala sobre mobilidade urbana em Juiz de Fora,Thales Peres,mobilidade urbana,3
Ampere enfrenta situacao de calamidade na saude publica,Hugo Sousa,saude publica,5
Candidato falou sobre mobilidade urbana com promessa de bilhete unico,Thales Peres,mobilidade urbana,4
Marcelo Souza e Silva (Patriota) fala sobre mobilidade urbana,Thales Peres,mobilidade urbana,1
Veja as propostas de Braide e Duarte para a mobilidade urbana,Maria Julia,mobilidade urbana,4
Professor Wendel Mesquita (Solidariedade) fala sobre mobilidade urbana,Maria Clara,mobilidade urbana,3
Candidatos a prefeito de BH falam sobre mobilidade urbana,Hugo Sousa,mobilidade urbana,3
Candidatos a prefeito falam das propostas para mobilidade urbana em Aracatuba,Teodora Alves,mobilidade urbana,5
Candidatos a Prefeitura de Rio Preto falam sobre propostas para mobilidade urbana,Thales Peres,mobilidade urbana,3
Candidatos a Prefeitura de Aracatuba falam sobre propostas para mobilidade urbana,Sasha Ferreira,mobilidade urbana,3
Niteroi Sergio Perdigao (PSTU) faz propostas para a mobilidade urbana,Maria Julia,mobilidade urbana,7
Niteroi Juliana Benicio (Novo) faz propostas para a mobilidade urbana,Francisco Jose,mobilidade urbana,4
Tres Rios oferece terapia Reiki de graca na rede publica de saude,Miguel Angelo,saude publica,4
Niteroi Felipe Peixoto (PSD) faz propostas para a mobilidade urbana,Sebastiao Silva,mobilidade urbana,3
Candidatos dizem o que pretendem fazer para melhorar a mobilidade urbana em Porto Velho,Hugo Sousa,mobilidade urbana,3
Confira quais sao as propostas dos candidatos para a mobilidade urbana,Douglas Santos,mobilidade urbana,4
Eleicoes 2020 os planos dos candidatos a Prefeitura de Joao Pessoa para a mobilidade urbana,Joao Paulo Araujo,mobilidade urbana,5
Veja as respostas dos candidatos a Prefeitura de Porto Alegre sobre mobilidade urbana,Joao Paulo Araujo,mobilidade urbana,7
Eleicoes 2020 veja os planos dos candidatos a prefeito de Piracicaba para a mobilidade urbana,Joao Paulo Araujo,mobilidade urbana,3
Eleicoes 2020 os planos dos candidatos a prefeito de Fortaleza para a mobilidade urbana,Miguel Angelo,mobilidade urbana,3
Candidata Angela Amin apresenta propostas para melhorar mobilidade urbana,Joao Paulo Araujo,mobilidade urbana,1
Candidata Gabriela Santetti apresenta propostas para melhorar mobilidade urbana,Maria Julia,mobilidade urbana,5
Eleicoes 2020 Candidatos de Manaus dizem o que pretendem fazer para melhorar a mobilidade urbana,Maria Julia,mobilidade urbana,7
Volta Redonda contrata medicos para a rede publica de saude,Pedro Henrique,saude publica,5
Anisio Maia promete incluir a pratica de corridas no conselho de mobilidade urbana de Joao Pessoa,Maria Julia,mobilidade urbana,4
Eleicoes 2020 os planos dos candidatos a prefeito de Curitiba para a mobilidade urbana,Teodora Alves,mobilidade urbana,3
Coronel Tomaso (Patriota) proposta para o transporte e mobilidade urbana,Maria Clara,mobilidade urbana,6
Ney Santana (PSDB) proposta para o transporte e mobilidade urbana,Sebastiao Silva,mobilidade urbana,5
Candidato Helio Bairros apresenta propostas para melhorar mobilidade urbana,Pedro Henrique,mobilidade urbana,4
Nelson Sargento foi um dos principais nomes do samba e da musica popular brasileira,Thales Peres,musica popular brasileira,7
